keyword,대분류,중분류,소분류,세분류,세세분류,Feature,synonyms,hyperonym,타사전추가여부
튀김가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,믹스가루,튀김믹스,"가벼움, 바삭",,,
팬케이크가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,믹스가루,팬케이크믹스,"달콤, 부드러움",,,ㅇ
핫케이크가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,믹스가루,팬케이크믹스,"달콤, 부드러움",팬케이크가루,,
호밀사워종,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,발효제,천연 발효종,"산미, 숙성",,,ㅇ
발효종,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,발효제,천연 발효종,깊은 풍미,,,
누룩,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,발효제,한식 발효제,"당화용, 전통",,,
이스트,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,발효제,효모,"팽창력, 특유향",,,
효모,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,발효제,효모,"발효력, 제빵용",드라이이스트,,
밀가루풀,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,베이스류,접착베이스,"끈적, 농도조절",,,
찹쌀풀,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,베이스류,찹쌀베이스,"접착, 찰짐",,,
젤라틴,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,응고제,동물성 응고제,"투명, 탄성",판젤라틴,,
묵가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,응고제,묵베이스,"찰짐, 묵용",,,ㅇ
밀전분,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,전분류,곡물 전분,"묽음, 바인딩",,전분가루,
옥수수전분,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,전분류,곡물 전분,"맑음, 응고",,전분가루,
칡전분,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,전분류,뿌리 전분,"한방, 묵용",,전분가루,
타피오카 가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,전분류,열대작물 전분,"쫀득, 투명",,전분가루,
녹말,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,전분류,일반 전분,"투명화, 농도조절","감자전분, 고구마전분",,ㅇ
전분,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,전분류,일반 전분,"투명화, 농도조절",,,ㅇ
전분가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,전분류,일반 전분,"묽음, 응고",전분,,
감자전분,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,전분류,채소 전분,"부드러움, 응고",,전분가루,
고구마전분,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,전분류,채소 전분,"쫀득함, 묽음",,전분가루,
강력밀가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,제분가루,강력분,"쫄깃, 글루텐 풍부",,밀가루,ㅇ
강력분,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,제분가루,강력분,"빵, 쫄깃",,,
박력밀가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,제분가루,박력분,"부드러움, 쿠키용",,밀가루,ㅇ
박력분,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,제분가루,박력분,"과자, 부드러움",,,
중력밀가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,제분가루,중력분,"일반용, 다용도",,밀가루,ㅇ
밀가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,제분가루,중력분,표준용,,,
중력분,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,제분가루,중력분,표준용,,,
통밀가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,제분가루,통밀분,"고소, 식이섬유",통밀,,
빵가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,토핑가루,빵가루,"바삭, 흡유성",,,
베이킹파우더,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,팽창제,복합 팽창제,산+염기 혼합,,,
베이킹소다,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,팽창제,화학 팽창제,"산반응, 무취",,,
치즈가래떡,재료,베이킹·제면·디저트용 재료,조리완성형 재료,떡류,가공떡류,"쫀득, 치즈함유",,떡,
가래떡,재료,베이킹·제면·디저트용 재료,조리완성형 재료,떡류,긴 떡류,"쫄깃, 구이/국물용",,떡,
쌀떡,재료,베이킹·제면·디저트용 재료,조리완성형 재료,떡류,범용 떡류,"쫀득, 국/구이/조림용",,떡,
밀떡,재료,베이킹·제면·디저트용 재료,조리완성형 재료,떡류,범용 떡류,"글루텐, 단단함",,떡,
떡,재료,베이킹·제면·디저트용 재료,조리완성형 재료,떡류,범용 떡류,"쫀득, 다양용도",,,ㅇ
떡볶이떡,재료,베이킹·제면·디저트용 재료,조리완성형 재료,떡류,소형 떡류,매운 양념 최적,,떡,
옹심이떡,재료,베이킹·제면·디저트용 재료,조리완성형 재료,떡류,소형 떡류,동그랗고 찰짐,,떡,
고구마떡볶이떡,재료,베이킹·제면·디저트용 재료,조리완성형 재료,떡류,소형 떡류,"고구마베이스, 달콤",,떡,ㅇ
떡국떡,재료,베이킹·제면·디저트용 재료,조리완성형 재료,떡류,얇은 떡류,"얇고 납작, 국물용",,떡,
국수면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,건면류,"기본국수, 가늘고 긴",소면,,
소면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,건면류,가늘고 부드러움,국수,,
중면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,건면류,"굵기 중간, 다용도",,,ㅇ
치자국수,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,건면류,"치자색, 향긋",,,ㅇ
에그누들,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,계란면,"노란색, 부드러움",,,ㅇ
녹두 국수,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,기타면,"녹두베이스, 쫀득",,,ㅇ
메밀 냉면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,냉면류,차가운 국물 최적,,냉면,ㅇ
밀면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,냉면류,부드럽고 탄성,,냉면,ㅇ
쫄면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,냉면류,탱탱하고 쫄깃,,,
납작당면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,당면,넓고 투명,,당면,ㅇ
불린당면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,당면,"즉시조리, 투명",당면,,
당면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,당면,고구마전분 기반,,,ㅇ
두부면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,대체면,"고단백, 저탄수",,,
곤약면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,대체면,"저칼로리, 투명",,,ㅇ
애호박면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,대체면,"채소기반, 저탄수",,,ㅇ
메밀 국수,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,메밀면,구수하고 시원함,,,ㅇ
메밀면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,메밀면,"담백, 글루텐프리",,,
면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,범용면,명시되지 않음,,,
칼국수면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,생면류,넓고 부드러움,,,
생면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,생면류,즉석 조리용,,,
우동면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,생면류,두껍고 부드러움,,,ㅇ
쌀국수면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,쌀면,"담백, 글루텐프리",,,
찹쌀 국수,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,쌀면,"쫀득, 국물용",,,ㅇ
멥쌀 국수,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,쌀면,부드럽고 담백,,,ㅇ
라면사리,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,조리면류,"즉석조리, 튀김면",,,
비빔면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,조리면류,양념 비빔 최적,,,
사리면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,조리면류,"곁들임용, 일반",사리,,
우동사리,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,조리면류,두껍고 쫄깃,우동면,,
도삭면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,중식면,두껍고 납작,,,
중화면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,중식면,"기름 코팅, 쫄깃","중면, 중식면",,
중식면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,중식면,다양한 중화요리용,,,ㅇ
페투치네,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,파스타면,넓고 납작,,,
파스타면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,파스타면,"건조, 다양형태",,,
스파게티면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,파스타면,"원형, 가늘고 긴",,,
통밀스파게티,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,파스타면,"고소, 건강식",,파스타 면,ㅇ
마카로니,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,파스타면,짧고 튜브형,,,
백밀스파게티,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,파스타면,"일반밀, 쫄깃",스파게티,파스타 면,ㅇ
파스타 면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,파스타면,포괄적,"파스타, 백밀스파게티",,ㅇ
라자냐 면,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,파스타면,"판형, 층쌓기용",,,ㅇ
감자반죽,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(베이스),감자베이스 반죽,"쫀득, 묵직",,,
머랭시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(베이스),거품형 반죽,"가벼움, 공기포집",,,
머랭,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(베이스),거품형 반죽,"공기포집, 가벼움",,,
레이디핑거,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(베이스),건조형 시트,"스펀지형, 단단",,,
마카롱껍질,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(베이스),건조형 시트,"단단, 바삭",,,
생지,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(베이스),냉동 생지,"고지방, 고수분",,,
와플베이스,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(베이스),와플반죽,"바삭, 틀사용",,,
콜리플라워 도우,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(베이스),저탄수 반죽,"채소베이스, 피자용",,,ㅇ
팬케이크베이스,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(베이스),팬케이크반죽,부드럽고 달콤,,,
프렌치토스트베이스,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(베이스),프렌치토스트용,"계란함유, 구이용",,,
도우,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(베이스),피자용 반죽,"쫄깃, 발효향","피자도우, 피자 도우",,
에그롤시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(피/피대체),계란피,얇고 말기용,,,
만두피,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(피/피대체),만두피,얇고 쫄깃,,,ㅇ
춘권피,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(피/피대체),밀피,얇고 바삭,,,
라이스페이퍼,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(피/피대체),쌀피,투명하고 찰짐,,,ㅇ
다쿠아즈,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,견과 머랭형 시트,부드럽고 고소,,,
휘낭시에시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,견과 머랭형 시트,"고소, 촉촉",,,
땅콩시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,견과 머랭형 시트,고소함,,,
파운드케이크시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,묵직 단일 시트,"버터함유, 묵직",,,
비스킷시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,바삭형 시트,"단단, 바삭",,,
쿠키시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,바삭형 시트,"바삭, 토핑용",,,
타르트시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,바삭형 시트,"바삭, 충전용",,,
파이지,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,바삭형 시트,얇고 바삭,,,
슈시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,속비움 충전용 시트,"속비움, 크림충전용",,,
제누아즈,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,스펀지형 시트,"폭신, 크림충전",,,
카스텔라시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,스펀지형 시트,"달콤, 폭신",,,
스펀지케이크,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,스펀지형 시트,"가벼움, 층쌓기용",,,
핫케이크시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,스펀지형 시트,"폭신, 단일사용",,,
바닐라시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,스펀지형 시트,"기본향, 부드러움",,,
롤케이크시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,얇은 겹침용 시트,"말기 용이, 부드러움",,,
크레이프시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,얇은 겹침용 시트,얇고 유연,,,
샤를로트케이크시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,장식용 시트,"장식용, 단단",,,
젤리시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,젤리/투명 시트,"투명, 쫀득",,,
브라우니시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,진한맛 시트,"쫀득, 진한맛",,,
초코시트,재료,베이킹·제면·디저트용 재료,조리완성형 재료,시트류,진한맛 시트,"쌉쌀, 다용도",,,
